Município;UF;TOM;Unidade Local;Delegacia;Região Fiscal;Estado;Pais
NOVO MACHADO;RS;6057;RFB;RFB;10ª RF;RS;Brasil
NOVO TIRADENTES;RS;5973;RFB;RFB;10ª RF;RS;Brasil
NOVO XINGU;RS;1152;RFB;RFB;10ª RF;RS;Brasil
NAO-ME-TOQUE;RS;8755;RFB;RFB;10ª RF;RS;Brasil
OSORIO;RS;8773;RFB;RFB;10ª RF;RS;Brasil
PAIM FILHO;RS;8775;RFB;RFB;10ª RF;RS;Brasil
PALMARES DO SUL;RS;8967;RFB;RFB;10ª RF;RS;Brasil
PALMEIRA DAS MISSOES;RS;8777;RFB;RFB;10ª RF;RS;Brasil
PALMITINHO;RS;8779;RFB;RFB;10ª RF;RS;Brasil
PANAMBI;RS;8781;RFB;RFB;10ª RF;RS;Brasil
PANTANO GRANDE;RS;7375;RFB;RFB;10ª RF;RS;Brasil
PARAI;RS;8783;RFB;RFB;10ª RF;RS;Brasil
PARAISO DO SUL;RS;7373;RFB;RFB;10ª RF;RS;Brasil
PARECI NOVO;RS;6041;RFB;RFB;10ª RF;RS;Brasil
PAROBE;RS;9825;RFB;RFB;10ª RF;RS;Brasil
PASSA SETE;RS;1010;RFB;RFB;10ª RF;RS;Brasil
PASSO FUNDO;RS;8785;RFB;RFB;10ª RF;RS;Brasil
PASSO DO SOBRADO;RS;5765;RFB;RFB;10ª RF;RS;Brasil
PAULO BENTO;RS;1154;RFB;RFB;10ª RF;RS;Brasil
PAVERAMA;RS;7371;RFB;RFB;10ª RF;RS;Brasil
PEDRAS ALTAS;RS;1156;RFB;RFB;10ª RF;RS;Brasil
PEDRO OSORIO;RS;8787;RFB;RFB;10ª RF;RS;Brasil
PEJUCARA;RS;8789;RFB;RFB;10ª RF;RS;Brasil
PELOTAS;RS;8791;RFB;RFB;10ª RF;RS;Brasil
PICADA CAFE;RS;6021;RFB;RFB;10ª RF;RS;Brasil
PINHAL;RS;7369;RFB;RFB;10ª RF;RS;Brasil
PINHAL GRANDE;RS;5787;RFB;RFB;10ª RF;RS;Brasil
PINHAL DA SERRA;RS;1158;RFB;RFB;10ª RF;RS;Brasil
PINHEIRINHO DO VALE;RS;5975;RFB;RFB;10ª RF;RS;Brasil
PINHEIRO MACHADO;RS;8793;RFB;RFB;10ª RF;RS;Brasil
PINTO BANDEIRA;RS;1160;RFB;RFB;10ª RF;RS;Brasil
PIRAPO;RS;7367;RFB;RFB;10ª RF;RS;Brasil
PIRATINI;RS;8795;RFB;RFB;10ª RF;RS;Brasil
PLANALTO;RS;8797;RFB;RFB;10ª RF;RS;Brasil
PONTE PRETA;RS;5967;RFB;RFB;10ª RF;RS;Brasil
PONTAO;RS;5939;RFB;RFB;10ª RF;RS;Brasil
PORTO ALEGRE;RS;8801;RFB;RFB;10ª RF;RS;Brasil
PORTO LUCENA;RS;8803;RFB;RFB;10ª RF;RS;Brasil
PORTO MAUA;RS;6065;RFB;RFB;10ª RF;RS;Brasil
PORTO VERA CRUZ;RS;6067;RFB;RFB;10ª RF;RS;Brasil
PORTO XAVIER;RS;8805;RFB;RFB;10ª RF;RS;Brasil
PORTAO;RS;8799;RFB;RFB;10ª RF;RS;Brasil
POUSO NOVO;RS;7363;RFB;RFB;10ª RF;RS;Brasil
POCO DAS ANTAS;RS;7365;RFB;RFB;10ª RF;RS;Brasil
PRESIDENTE LUCENA;RS;6023;RFB;RFB;10ª RF;RS;Brasil
PROGRESSO;RS;7361;RFB;RFB;10ª RF;RS;Brasil
PROTASIO ALVES;RS;7359;RFB;RFB;10ª RF;RS;Brasil
PUTINGA;RS;8807;RFB;RFB;10ª RF;RS;Brasil
QUARAI;RS;8809;RFB;RFB;10ª RF;RS;Brasil
QUATRO IRMAOS;RS;1162;RFB;RFB;10ª RF;RS;Brasil
QUEVEDOS;RS;5789;RFB;RFB;10ª RF;RS;Brasil
QUINZE DE NOVEMBRO;RS;7357;RFB;RFB;10ª RF;RS;Brasil
REDENTORA;RS;8811;RFB;RFB;10ª RF;RS;Brasil
RELVADO;RS;7355;RFB;RFB;10ª RF;RS;Brasil
RESTINGA SECA;RS;8813;RFB;RFB;10ª RF;RS;Brasil
RIO GRANDE;RS;8815;RFB;RFB;10ª RF;RS;Brasil
RIO PARDO;RS;8817;RFB;RFB;10ª RF;RS;Brasil
RIO DOS INDIOS;RS;5955;RFB;RFB;10ª RF;RS;Brasil
RIOZINHO;RS;7353;RFB;RFB;10ª RF;RS;Brasil
ROCA SALES;RS;8819;RFB;RFB;10ª RF;RS;Brasil
RODEIO BONITO;RS;8821;RFB;RFB;10ª RF;RS;Brasil
ROLADOR;RS;1164;RFB;RFB;10ª RF;RS;Brasil
ROLANTE;RS;8823;RFB;RFB;10ª RF;RS;Brasil
RONDA ALTA;RS;8825;RFB;RFB;10ª RF;RS;Brasil
RONDINHA;RS;8827;RFB;RFB;10ª RF;RS;Brasil
ROQUE GONZALES;RS;8829;RFB;RFB;10ª RF;RS;Brasil
ROSARIO DO SUL;RS;8831;RFB;RFB;10ª RF;RS;Brasil
SAGRADA FAMILIA;RS;5987;RFB;RFB;10ª RF;RS;Brasil
SALDANHA MARINHO;RS;7339;RFB;RFB;10ª RF;RS;Brasil
SALTO DO JACUI;RS;8975;RFB;RFB;10ª RF;RS;Brasil
SALVADOR DAS MISSOES;RS;6061;RFB;RFB;10ª RF;RS;Brasil
SALVADOR DO SUL;RS;8833;RFB;RFB;10ª RF;RS;Brasil
SANANDUVA;RS;8835;RFB;RFB;10ª RF;RS;Brasil
SANTA BARBARA DO SUL;RS;8837;RFB;RFB;10ª RF;RS;Brasil
SANTA CECILIA DO SUL;RS;1166;RFB;RFB;10ª RF;RS;Brasil
SANTA CLARA DO SUL;RS;6033;RFB;RFB;10ª RF;RS;Brasil
SANTA CRUZ DO SUL;RS;8839;RFB;RFB;10ª RF;RS;Brasil
SANTA MARGARIDA DO SUL;RS;1168;RFB;RFB;10ª RF;RS;Brasil
SANTA MARIA;RS;8841;RFB;RFB;10ª RF;RS;Brasil
SANTA MARIA DO HERVAL;RS;7337;RFB;RFB;10ª RF;RS;Brasil
SANTA ROSA;RS;8847;RFB;RFB;10ª RF;RS;Brasil
SANTA TEREZA;RS;5995;RFB;RFB;10ª RF;RS;Brasil
SANTA VITORIA DO PALMAR;RS;8849;RFB;RFB;10ª RF;RS;Brasil
SANTANA DA BOA VISTA;RS;8843;RFB;RFB;10ª RF;RS;Brasil
SANTANA DO LIVRAMENTO;RS;8845;RFB;RFB;10ª RF;RS;Brasil
SANTIAGO;RS;8851;RFB;RFB;10ª RF;RS;Brasil
SANTO ANTONIO DA PATRULHA;RS;8855;RFB;RFB;10ª RF;RS;Brasil
SANTO ANTONIO DAS MISSOES;RS;8857;RFB;RFB;10ª RF;RS;Brasil
SANTO ANTONIO DO PALMA;RS;5941;RFB;RFB;10ª RF;RS;Brasil
SANTO ANTONIO DO PLANALTO;RS;5957;RFB;RFB;10ª RF;RS;Brasil
SANTO AUGUSTO;RS;8859;RFB;RFB;10ª RF;RS;Brasil
SANTO CRISTO;RS;8861;RFB;RFB;10ª RF;RS;Brasil
SANTO EXPEDITO DO SUL;RS;5977;RFB;RFB;10ª RF;RS;Brasil
SANTO ANGELO;RS;8853;RFB;RFB;10ª RF;RS;Brasil
SAPIRANGA;RS;8899;RFB;RFB;10ª RF;RS;Brasil
SAPUCAIA DO SUL;RS;8901;RFB;RFB;10ª RF;RS;Brasil
SARANDI;RS;8903;RFB;RFB;10ª RF;RS;Brasil
SEBERI;RS;8905;RFB;RFB;10ª RF;RS;Brasil
SEDE NOVA;RS;7335;RFB;RFB;10ª RF;RS;Brasil
SEGREDO;RS;7317;RFB;RFB;10ª RF;RS;Brasil
SELBACH;RS;8907;RFB;RFB;10ª RF;RS;Brasil
SENADOR SALGADO FILHO;RS;1012;RFB;RFB;10ª RF;RS;Brasil
SENTINELA DO SUL;RS;5781;RFB;RFB;10ª RF;RS;Brasil
SERAFINA CORREA;RS;8909;RFB;RFB;10ª RF;RS;Brasil
SERTAO;RS;8911;RFB;RFB;10ª RF;RS;Brasil
SERTAO SANTANA;RS;5761;RFB;RFB;10ª RF;RS;Brasil
SETE DE SETEMBRO;RS;1014;RFB;RFB;10ª RF;RS;Brasil
SEVERIANO DE ALMEIDA;RS;8913;RFB;RFB;10ª RF;RS;Brasil
SILVEIRA MARTINS;RS;7315;RFB;RFB;10ª RF;RS;Brasil
SINIMBU;RS;5767;RFB;RFB;10ª RF;RS;Brasil
SOBRADINHO;RS;8917;RFB;RFB;10ª RF;RS;Brasil
SOLEDADE;RS;8919;RFB;RFB;10ª RF;RS;Brasil
SAO BORJA;RS;8863;RFB;RFB;10ª RF;RS;Brasil
SAO DOMINGOS DO SUL;RS;7351;RFB;RFB;10ª RF;RS;Brasil
SAO FRANCISCO DE ASSIS;RS;8865;RFB;RFB;10ª RF;RS;Brasil
SAO FRANCISCO DE PAULA;RS;8867;RFB;RFB;10ª RF;RS;Brasil
SAO GABRIEL;RS;8869;RFB;RFB;10ª RF;RS;Brasil
SAO JERONIMO;RS;8871;RFB;RFB;10ª RF;RS;Brasil
SAO JORGE;RS;7347;RFB;RFB;10ª RF;RS;Brasil
SAO JOSE DAS MISSOES;RS;5989;RFB;RFB;10ª RF;RS;Brasil
SAO JOSE DO HERVAL;RS;7345;RFB;RFB;10ª RF;RS;Brasil
SAO JOSE DO HORTENCIO;RS;7343;RFB;RFB;10ª RF;RS;Brasil
SAO JOSE DO INHACORA;RS;6059;RFB;RFB;10ª RF;RS;Brasil
SAO JOSE DO NORTE;RS;8873;RFB;RFB;10ª RF;RS;Brasil
SAO JOSE DO OURO;RS;8875;RFB;RFB;10ª RF;RS;Brasil
SAO JOSE DO SUL;RS;1170;RFB;RFB;10ª RF;RS;Brasil
SAO JOSE DOS AUSENTES;RS;6015;RFB;RFB;10ª RF;RS;Brasil
SAO JOAO DA URTIGA;RS;7349;RFB;RFB;10ª RF;RS;Brasil
SAO JOAO DO POLESINE;RS;5791;RFB;RFB;10ª RF;RS;Brasil
SAO LEOPOLDO;RS;8877;RFB;RFB;10ª RF;RS;Brasil
SAO LOURENCO DO SUL;RS;8879;RFB;RFB;10ª RF;RS;Brasil
SAO LUIZ GONZAGA;RS;8881;RFB;RFB;10ª RF;RS;Brasil
SAO MARCOS;RS;8883;RFB;RFB;10ª RF;RS;Brasil
SAO MARTINHO;RS;8885;RFB;RFB;10ª RF;RS;Brasil
SAO MARTINHO DA SERRA;RS;5793;RFB;RFB;10ª RF;RS;Brasil
SAO MIGUEL DAS MISSOES;RS;7341;RFB;RFB;10ª RF;RS;Brasil
SAO NICOLAU;RS;8887;RFB;RFB;10ª RF;RS;Brasil
SAO PAULO DAS MISSOES;RS;8889;RFB;RFB;10ª RF;RS;Brasil
SAO PEDRO DA SERRA;RS;6043;RFB;RFB;10ª RF;RS;Brasil
SAO PEDRO DAS MISSOES;RS;1172;RFB;RFB;10ª RF;RS;Brasil
SAO PEDRO DO BUTIA;RS;6063;RFB;RFB;10ª RF;RS;Brasil
SAO PEDRO DO SUL;RS;8891;RFB;RFB;10ª RF;RS;Brasil
SAO SEBASTIAO DO CAI;RS;8893;RFB;RFB;10ª RF;RS;Brasil
SAO SEPE;RS;8895;RFB;RFB;10ª RF;RS;Brasil
SAO VALENTIM;RS;8897;RFB;RFB;10ª RF;RS;Brasil
SAO VALENTIM DO SUL;RS;5997;RFB;RFB;10ª RF;RS;Brasil
SAO VALERIO DO SUL;RS;6075;RFB;RFB;10ª RF;RS;Brasil
SAO VENDELINO;RS;7293;RFB;RFB;10ª RF;RS;Brasil
SAO VICENTE DO SUL;RS;8675;RFB;RFB;10ª RF;RS;Brasil
SERIO;RS;6035;RFB;RFB;10ª RF;RS;Brasil
TABAI;RS;1016;RFB;RFB;10ª RF;RS;Brasil
TAPEJARA;RS;8921;RFB;RFB;10ª RF;RS;Brasil
TAPERA;RS;8923;RFB;RFB;10ª RF;RS;Brasil
TAPES;RS;8925;RFB;RFB;10ª RF;RS;Brasil
TAQUARA;RS;8927;RFB;RFB;10ª RF;RS;Brasil
TAQUARI;RS;8929;RFB;RFB;10ª RF;RS;Brasil
TAQUARUCU DO SUL;RS;7313;RFB;RFB;10ª RF;RS;Brasil
TAVARES;RS;8971;RFB;RFB;10ª RF;RS;Brasil
TENENTE PORTELA;RS;8931;RFB;RFB;10ª RF;RS;Brasil
TERRA DE AREIA;RS;7333;RFB;RFB;10ª RF;RS;Brasil
TEUTONIA;RS;9821;RFB;RFB;10ª RF;RS;Brasil
TIO HUGO;RS;1174;RFB;RFB;10ª RF;RS;Brasil
TIRADENTES DO SUL;RS;6077;RFB;RFB;10ª RF;RS;Brasil
TOROPI;RS;1018;RFB;RFB;10ª RF;RS;Brasil
TORRES;RS;8933;RFB;RFB;10ª RF;RS;Brasil
TRAMANDAI;RS;8935;RFB;RFB;10ª RF;RS;Brasil
TRAVESSEIRO;RS;6037;RFB;RFB;10ª RF;RS;Brasil
TRINDADE DO SUL;RS;7325;RFB;RFB;10ª RF;RS;Brasil
TRIUNFO;RS;8943;RFB;RFB;10ª RF;RS;Brasil
TRES ARROIOS;RS;7331;RFB;RFB;10ª RF;RS;Brasil
TRES CACHOEIRAS;RS;7329;RFB;RFB;10ª RF;RS;Brasil
TRES COROAS;RS;8937;RFB;RFB;10ª RF;RS;Brasil
TRES FORQUILHAS;RS;5777;RFB;RFB;10ª RF;RS;Brasil
TRES PALMEIRAS;RS;7327;RFB;RFB;10ª RF;RS;Brasil
TRES PASSOS;RS;8941;RFB;RFB;10ª RF;RS;Brasil
TRES DE MAIO;RS;8939;RFB;RFB;10ª RF;RS;Brasil
TUCUNDUVA;RS;8945;RFB;RFB;10ª RF;RS;Brasil
TUNAS;RS;7323;RFB;RFB;10ª RF;RS;Brasil
TUPANCI DO SUL;RS;5979;RFB;RFB;10ª RF;RS;Brasil
TUPANCIRETA;RS;8947;RFB;RFB;10ª RF;RS;Brasil
TUPANDI;RS;7321;RFB;RFB;10ª RF;RS;Brasil
TUPARENDI;RS;8949;RFB;RFB;10ª RF;RS;Brasil
TURUCU;RS;1020;RFB;RFB;10ª RF;RS;Brasil
UBIRETAMA;RS;1022;RFB;RFB;10ª RF;RS;Brasil
UNISTALDA;RS;1024;RFB;RFB;10ª RF;RS;Brasil
UNIAO DA SERRA;RS;5999;RFB;RFB;10ª RF;RS;Brasil
URUGUAIANA;RS;8951;RFB;RFB;10ª RF;RS;Brasil
VACARIA;RS;8953;RFB;RFB;10ª RF;RS;Brasil
VALE REAL;RS;6049;RFB;RFB;10ª RF;RS;Brasil
VALE VERDE;RS;1026;RFB;RFB;10ª RF;RS;Brasil
VALE DO SOL;RS;5769;RFB;RFB;10ª RF;RS;Brasil
VANINI;RS;7319;RFB;RFB;10ª RF;RS;Brasil
VENANCIO AIRES;RS;8955;RFB;RFB;10ª RF;RS;Brasil
VERA CRUZ;RS;8957;RFB;RFB;10ª RF;RS;Brasil
VERANOPOLIS;RS;8959;RFB;RFB;10ª RF;RS;Brasil
VESPASIANO CORREA;RS;1028;RFB;RFB;10ª RF;RS;Brasil
VIADUTOS;RS;8961;RFB;RFB;10ª RF;RS;Brasil
VIAMAO;RS;8963;RFB;RFB;10ª RF;RS;Brasil
VICENTE DUTRA;RS;8965;RFB;RFB;10ª RF;RS;Brasil
VICTOR GRAEFF;RS;8969;RFB;RFB;10ª RF;RS;Brasil
VILA FLORES;RS;7311;RFB;RFB;10ª RF;RS;Brasil
VILA LANGARO;RS;1030;RFB;RFB;10ª RF;RS;Brasil
VILA MARIA;RS;7309;RFB;RFB;10ª RF;RS;Brasil
VILA NOVA DO SUL;RS;5795;RFB;RFB;10ª RF;RS;Brasil
VISTA ALEGRE;RS;7307;RFB;RFB;10ª RF;RS;Brasil
VISTA ALEGRE DO PRATA;RS;7305;RFB;RFB;10ª RF;RS;Brasil
VISTA GAUCHA;RS;7303;RFB;RFB;10ª RF;RS;Brasil
VITORIA DAS MISSOES;RS;6053;RFB;RFB;10ª RF;RS;Brasil
WESTFALIA;RS;1176;RFB;RFB;10ª RF;RS;Brasil
XANGRI-LA;RS;5785;RFB;RFB;10ª RF;RS;Brasil
AGUA SANTA;RS;8499;RFB;RFB;10ª RF;RS;Brasil
AUREA;RS;8487;RFB;RFB;10ª RF;RS;Brasil
ABARE;BA;3303;RFB;RFB;05ª RF;BA;Brasil
ABAIRA;BA;3301;RFB;RFB;05ª RF;BA;Brasil
ACAJUTIBA;BA;3305;RFB;RFB;05ª RF;BA;Brasil
ADUSTINA;BA;3253;RFB;RFB;05ª RF;BA;Brasil
AIQUARA;BA;3311;RFB;RFB;05ª RF;BA;Brasil
ALAGOINHAS;BA;3313;RFB;RFB;05ª RF;BA;Brasil
ALCOBACA;BA;3315;RFB;RFB;05ª RF;BA;Brasil
ALMADINA;BA;3317;RFB;RFB;05ª RF;BA;Brasil
AMARGOSA;BA;3319;RFB;RFB;05ª RF;BA;Brasil
AMELIA RODRIGUES;BA;3321;RFB;RFB;05ª RF;BA;Brasil
AMERICA DOURADA;BA;3071;RFB;RFB;05ª RF;BA;Brasil
ANAGE;BA;3323;RFB;RFB;05ª RF;BA;Brasil
ANDARAI;BA;3325;RFB;RFB;05ª RF;BA;Brasil
ANDORINHA;BA;3255;RFB;RFB;05ª RF;BA;Brasil
ANGICAL;BA;3327;RFB;RFB;05ª RF;BA;Brasil
ANGUERA;BA;3329;RFB;RFB;05ª RF;BA;Brasil
ANTAS;BA;3331;RFB;RFB;05ª RF;BA;Brasil
ANTONIO CARDOSO;BA;3333;RFB;RFB;05ª RF;BA;Brasil
ANTONIO GONCALVES;BA;3335;RFB;RFB;05ª RF;BA;Brasil
APORA;BA;3337;RFB;RFB;05ª RF;BA;Brasil
APUAREMA;BA;3257;RFB;RFB;05ª RF;BA;Brasil
ARACATU;BA;3339;RFB;RFB;05ª RF;BA;Brasil
ARACI;BA;3341;RFB;RFB;05ª RF;BA;Brasil
ARAMARI;BA;3343;RFB;RFB;05ª RF;BA;Brasil
ARATACA;BA;3073;RFB;RFB;05ª RF;BA;Brasil
ARATUIPE;BA;3345;RFB;RFB;05ª RF;BA;Brasil
ARACAS;BA;3259;RFB;RFB;05ª RF;BA;Brasil
AURELINO LEAL;BA;3347;RFB;RFB;05ª RF;BA;Brasil
BAIANOPOLIS;BA;3349;RFB;RFB;05ª RF;BA;Brasil
BAIXA GRANDE;BA;3351;RFB;RFB;05ª RF;BA;Brasil
BANZAE;BA;3261;RFB;RFB;05ª RF;BA;Brasil
BARRA;BA;3353;RFB;RFB;05ª RF;BA;Brasil
BARRA DA ESTIVA;BA;3355;RFB;RFB;05ª RF;BA;Brasil
BARRA DO CHOCA;BA;3357;RFB;RFB;05ª RF;BA;Brasil
BARRA DO MENDES;BA;3359;RFB;RFB;05ª RF;BA;Brasil
BARRA DO ROCHA;BA;3361;RFB;RFB;05ª RF;BA;Brasil
BARREIRAS;BA;3363;RFB;RFB;05ª RF;BA;Brasil
BARRO ALTO;BA;3075;RFB;RFB;05ª RF;BA;Brasil
BARRO PRETO;BA;3365;RFB;RFB;05ª RF;BA;Brasil
BARROCA$;BA;3077;RFB;RFB;05ª RF;BA;Brasil
BARROCAS;BA;1110;RFB;RFB;05ª RF;BA;Brasil
BELMONTE;BA;3367;RFB;RFB;05ª RF;BA;Brasil
BELO CAMPO;BA;3369;RFB;RFB;05ª RF;BA;Brasil
BIRITINGA;BA;3371;RFB;RFB;05ª RF;BA;Brasil
BOA NOVA;BA;3373;RFB;RFB;05ª RF;BA;Brasil
BOA VISTA DO TUPIM;BA;3375;RFB;RFB;05ª RF;BA;Brasil
BOM JESUS DA LAPA;BA;3377;RFB;RFB;05ª RF;BA;Brasil
BOM JESUS DA SERRA;BA;3263;RFB;RFB;05ª RF;BA;Brasil
BONINAL;BA;3379;RFB;RFB;05ª RF;BA;Brasil
BONITO;BA;3265;RFB;RFB;05ª RF;BA;Brasil
BOQUIRA;BA;3381;RFB;RFB;05ª RF;BA;Brasil
BOTUPORA;BA;3383;RFB;RFB;05ª RF;BA;Brasil
BREJOLANDIA;BA;3387;RFB;RFB;05ª RF;BA;Brasil
BREJOES;BA;3385;RFB;RFB;05ª RF;BA;Brasil
BROTAS DE MACAUBAS;BA;3389;RFB;RFB;05ª RF;BA;Brasil
BRUMADO;BA;3391;RFB;RFB;05ª RF;BA;Brasil
BUERAREMA;BA;3393;RFB;RFB;05ª RF;BA;Brasil
BURITIRAMA;BA;3079;RFB;RFB;05ª RF;BA;Brasil
CAATIBA;BA;3395;RFB;RFB;05ª RF;BA;Brasil
CABACEIRAS DO PARAGUACU;BA;3267;RFB;RFB;05ª RF;BA;Brasil
CACHOEIRA;BA;3397;RFB;RFB;05ª RF;BA;Brasil
CACULE;BA;3399;RFB;RFB;05ª RF;BA;Brasil
CAETANOS;BA;3269;RFB;RFB;05ª RF;BA;Brasil
CAETITE;BA;3403;RFB;RFB;05ª RF;BA;Brasil
CAFARNAUM;BA;3405;RFB;RFB;05ª RF;BA;Brasil
CAIRU;BA;3407;RFB;RFB;05ª RF;BA;Brasil
CALDEIRAO GRANDE;BA;3409;RFB;RFB;05ª RF;BA;Brasil
CAMACAN;BA;3411;RFB;RFB;05ª RF;BA;Brasil
CAMAMU;BA;3415;RFB;RFB;05ª RF;BA;Brasil
CAMACARI;BA;3413;RFB;RFB;05ª RF;BA;Brasil
CAMPO ALEGRE DE LOURDES;BA;3417;RFB;RFB;05ª RF;BA;Brasil
CAMPO FORMOSO;BA;3419;RFB;RFB;05ª RF;BA;Brasil
CANARANA;BA;3423;RFB;RFB;05ª RF;BA;Brasil
CANAVIEIRAS;BA;3425;RFB;RFB;05ª RF;BA;Brasil
CANDEAL;BA;3427;RFB;RFB;05ª RF;BA;Brasil
CANDEIAS;BA;3429;RFB;RFB;05ª RF;BA;Brasil
CANDIBA;BA;3431;RFB;RFB;05ª RF;BA;Brasil
CANSANCAO;BA;3435;RFB;RFB;05ª RF;BA;Brasil
CANUDOS;BA;3085;RFB;RFB;05ª RF;BA;Brasil
CANAPOLIS;BA;3421;RFB;RFB;05ª RF;BA;Brasil
CAPELA DO ALTO ALEGRE;BA;3081;RFB;RFB;05ª RF;BA;Brasil
CAPIM GROSSO;BA;3083;RFB;RFB;05ª RF;BA;Brasil
CARAVELAS;BA;3437;RFB;RFB;05ª RF;BA;Brasil
CARAIBAS;BA;3271;RFB;RFB;05ª RF;BA;Brasil
CARDEAL DA SILVA;BA;3439;RFB;RFB;05ª RF;BA;Brasil
CARINHANHA;BA;3441;RFB;RFB;05ª RF;BA;Brasil
CASA NOVA;BA;3443;RFB;RFB;05ª RF;BA;Brasil
CASTRO ALVES;BA;3445;RFB;RFB;05ª RF;BA;Brasil
CATOLANDIA;BA;3447;RFB;RFB;05ª RF;BA;Brasil
CATU;BA;3449;RFB;RFB;05ª RF;BA;Brasil
CATURAMA;BA;3273;RFB;RFB;05ª RF;BA;Brasil
CAEM;BA;3401;RFB;RFB;05ª RF;BA;Brasil
CENTRAL;BA;3451;RFB;RFB;05ª RF;BA;Brasil
CHORROCHO;BA;3453;RFB;RFB;05ª RF;BA;Brasil
CIPO;BA;3457;RFB;RFB;05ª RF;BA;Brasil
COARACI;BA;3459;RFB;RFB;05ª RF;BA;Brasil
COCOS;BA;3461;RFB;RFB;05ª RF;BA;Brasil
CONCEICAO DA FEIRA;BA;3463;RFB;RFB;05ª RF;BA;Brasil
CONCEICAO DO ALMEIDA;BA;3465;RFB;RFB;05ª RF;BA;Brasil
CONCEICAO DO COITE;BA;3467;RFB;RFB;05ª RF;BA;Brasil
CONCEICAO DO JACUIPE;BA;3469;RFB;RFB;05ª RF;BA;Brasil
CONDE;BA;3471;RFB;RFB;05ª RF;BA;Brasil
CONDEUBA;BA;3473;RFB;RFB;05ª RF;BA;Brasil
CONTENDAS DO SINCORA;BA;3475;RFB;RFB;05ª RF;BA;Brasil
CORACAO DE MARIA;BA;3477;RFB;RFB;05ª RF;BA;Brasil
CORDEIROS;BA;3479;RFB;RFB;05ª RF;BA;Brasil
CORIBE;BA;3481;RFB;RFB;05ª RF;BA;Brasil
CORONEL JOAO SA;BA;3483;RFB;RFB;05ª RF;BA;Brasil
CORRENTINA;BA;3485;RFB;RFB;05ª RF;BA;Brasil
COTEGIPE;BA;3487;RFB;RFB;05ª RF;BA;Brasil
CRAVOLANDIA;BA;3489;RFB;RFB;05ª RF;BA;Brasil
CRISTOPOLIS;BA;3493;RFB;RFB;05ª RF;BA;Brasil
CRISOPOLIS;BA;3491;RFB;RFB;05ª RF;BA;Brasil
CRUZ DAS ALMAS;BA;3495;RFB;RFB;05ª RF;BA;Brasil
CURACA;BA;3497;RFB;RFB;05ª RF;BA;Brasil
CANDIDO SALES;BA;3433;RFB;RFB;05ª RF;BA;Brasil
CICERO DANTAS;BA;3455;RFB;RFB;05ª RF;BA;Brasil
DIAS D'AVILA;BA;3087;RFB;RFB;05ª RF;BA;Brasil
DOM BASILIO;BA;3501;RFB;RFB;05ª RF;BA;Brasil
DOM MACEDO COSTA;BA;3503;RFB;RFB;05ª RF;BA;Brasil
DARIO MEIRA;BA;3499;RFB;RFB;05ª RF;BA;Brasil
ELISIO MEDRADO;BA;3505;RFB;RFB;05ª RF;BA;Brasil
ENCRUZILHADA;BA;3507;RFB;RFB;05ª RF;BA;Brasil
ENTRE RIOS;BA;3509;RFB;RFB;05ª RF;BA;Brasil
ESPLANADA;BA;3511;RFB;RFB;05ª RF;BA;Brasil
EUCLIDES DA CUNHA;BA;3513;RFB;RFB;05ª RF;BA;Brasil
EUNAPOLIS;BA;3117;RFB;RFB;05ª RF;BA;Brasil
FEIRA DA MATA;BA;3275;RFB;RFB;05ª RF;BA;Brasil
FEIRA DE SANTANA;BA;3515;RFB;RFB;05ª RF;BA;Brasil
FILADELFIA;BA;3091;RFB;RFB;05ª RF;BA;Brasil
FIRMINO ALVES;BA;3517;RFB;RFB;05ª RF;BA;Brasil
FLORESTA AZUL;BA;3519;RFB;RFB;05ª RF;BA;Brasil
FORMOSA DO RIO PRETO;BA;3521;RFB;RFB;05ª RF;BA;Brasil
FATIMA;BA;3089;RFB;RFB;05ª RF;BA;Brasil
GANDU;BA;3523;RFB;RFB;05ª RF;BA;Brasil
GAVIAO;BA;3093;RFB;RFB;05ª RF;BA;Brasil
GENTIO DO OURO;BA;3525;RFB;RFB;05ª RF;BA;Brasil
GLORIA;BA;3527;RFB;RFB;05ª RF;BA;Brasil
GONGOGI;BA;3529;RFB;RFB;05ª RF;BA;Brasil
GOVERNADOR MANGABEIRA;BA;3531;RFB;RFB;05ª RF;BA;Brasil
GUAJERU;BA;3095;RFB;RFB;05ª RF;BA;Brasil
GUANAMBI;BA;3533;RFB;RFB;05ª RF;BA;Brasil
GUARATINGA;BA;3535;RFB;RFB;05ª RF;BA;Brasil
HELIOPOLIS;BA;3097;RFB;RFB;05ª RF;BA;Brasil
IACU;BA;3537;RFB;RFB;05ª RF;BA;Brasil
IBIASSUCE;BA;3539;RFB;RFB;05ª RF;BA;Brasil
IBICARAI;BA;3541;RFB;RFB;05ª RF;BA;Brasil
IBICOARA;BA;3543;RFB;RFB;05ª RF;BA;Brasil
IBICUI;BA;3545;RFB;RFB;05ª RF;BA;Brasil
IBIPEBA;BA;3547;RFB;RFB;05ª RF;BA;Brasil
IBIPITANGA;BA;3551;RFB;RFB;05ª RF;BA;Brasil
IBIQUERA;BA;3553;RFB;RFB;05ª RF;BA;Brasil
IBIRAPITANGA;BA;3555;RFB;RFB;05ª RF;BA;Brasil
IBIRAPUA;BA;3557;RFB;RFB;05ª RF;BA;Brasil
IBIRATAIA;BA;3559;RFB;RFB;05ª RF;BA;Brasil
